city,date,temp,o3,dewpoint,pm10,season,yday,month,month_numeric,year
chic,1997-11-15,29,8.692985326,24.375,12.15521543,Autumn,319,Nov,11,1997
chic,1997-11-16,22,14.94203113,14,7.188812768,Autumn,320,Nov,11,1997
chic,1997-11-17,25.5,6.964714814,24,46.01477962,Autumn,321,Nov,11,1997
chic,1997-11-18,32,6.573466394,25.125,37.59718509,Autumn,322,Nov,11,1997
chic,1997-11-19,27.5,4.492958813,22.625,38.79102272,Autumn,323,Nov,11,1997
chic,1997-11-20,33.5,3.391920866,37.5,58.74129896,Autumn,324,Nov,11,1997
chic,1997-11-21,35.5,19.4175146,29.625,15.81095956,Autumn,325,Nov,11,1997
chic,1997-11-22,34.5,10.61651418,25.625,31.77974965,Autumn,326,Nov,11,1997
chic,1997-11-23,26,12.32242172,20.75,12.88748446,Autumn,327,Nov,11,1997
chic,1997-11-24,26.5,7.093888857,17.125,32.08926119,Autumn,328,Nov,11,1997
chic,1997-11-25,47,9.803494571,41.25,53.83499827,Autumn,329,Nov,11,1997
chic,1997-11-26,43,9.033927712,23.625,33.72726346,Autumn,330,Nov,11,1997
chic,1997-11-27,37.5,7.275335381,39,27.50668765,Autumn,331,Nov,11,1997
chic,1997-11-28,49,4.999315507,45.25,26.46023499,Autumn,332,Nov,11,1997
chic,1997-11-29,45.5,5.47861927,47.125,47.37736206,Autumn,333,Nov,11,1997
chic,1997-11-30,42,15.47924692,31.875,16.48376763,Autumn,334,Nov,11,1997
chic,1997-12-01,37,21.88992046,31.125,2.33040074,Autumn,335,Dec,12,1997
chic,1997-12-02,36.5,9.034914135,30,28.28620184,Autumn,336,Dec,12,1997
chic,1997-12-03,36.5,2.97547475,32.75,27.45798321,Autumn,337,Dec,12,1997
chic,1997-12-04,32,6.668088023,21.375,10.36154807,Autumn,338,Dec,12,1997
chic,1997-12-05,26,5.713654656,17.375,17.47480774,Autumn,339,Dec,12,1997
chic,1997-12-06,28.5,8.989306206,25.75,19.83278403,Autumn,340,Dec,12,1997
chic,1997-12-07,30,9.578949412,27,12.59359227,Autumn,341,Dec,12,1997
chic,1997-12-08,28.5,6.160890245,26.875,26.54110608,Autumn,342,Dec,12,1997
chic,1997-12-09,33,3.329629224,30.625,36.51992162,Autumn,343,Dec,12,1997
chic,1997-12-10,34.5,13.86412352,31,7.689420014,Autumn,344,Dec,12,1997
chic,1997-12-11,33.5,17.90679,25,9.747431064,Autumn,345,Dec,12,1997
chic,1997-12-12,27.5,10.48730232,21.25,25.08270501,Autumn,346,Dec,12,1997
chic,1997-12-13,26.5,6.909747484,22.25,22.92698907,Autumn,347,Dec,12,1997
chic,1997-12-14,31,5.322015789,25.875,31.88279018,Autumn,348,Dec,12,1997
chic,1997-12-15,37.5,4.512416304,30.875,48.88852735,Autumn,349,Dec,12,1997
chic,1997-12-16,39,5.062039214,30,52.98782534,Autumn,350,Dec,12,1997
chic,1997-12-17,37,7.970614184,26.5,47.9574386,Autumn,351,Dec,12,1997
chic,1997-12-18,38.5,4.118907564,32.75,44.69161462,Autumn,352,Dec,12,1997
chic,1997-12-19,40.5,3.524463234,33.125,52.01821208,Autumn,353,Dec,12,1997
chic,1997-12-20,33,9.071323134,23.875,14.12594688,Autumn,354,Dec,12,1997
chic,1997-12-21,32.5,16.46850411,25,13.24848485,Autumn,355,Dec,12,1997
chic,1997-12-22,34.5,7.362736854,33,14.21020439,Autumn,356,Dec,12,1997
chic,1997-12-23,34,3.879772974,27.625,38.30136461,Autumn,357,Dec,12,1997
chic,1997-12-24,34,6.740086894,31.5,31.46362104,Autumn,358,Dec,12,1997
chic,1997-12-25,30.5,7.607853044,24.5,13.37318781,Autumn,359,Dec,12,1997
chic,1997-12-26,28.5,5.770262323,23.75,23.32622649,Autumn,360,Dec,12,1997
chic,1997-12-27,23,6.411491858,13.75,16.28572744,Autumn,361,Dec,12,1997
chic,1997-12-28,25.5,6.107994889,28.75,28.19149376,Autumn,362,Dec,12,1997
chic,1997-12-29,29.5,3.823882394,23.625,22.27436669,Autumn,363,Dec,12,1997
chic,1997-12-30,21.5,6.969592984,17.25,23.92552364,Autumn,364,Dec,12,1997
chic,1997-12-31,18,11.42414764,5.25,26.37933906,Autumn,365,Dec,12,1997
chic,1998-01-01,28,14.2731939,22.5,23.39038879,Winter,1,Jan,1,1998
chic,1998-01-02,44,9.941647914,35.9,39.41713908,Winter,2,Jan,1,1998
chic,1998-01-03,47,11.83026165,46.9,27.26162158,Winter,3,Jan,1,1998
chic,1998-01-04,45,8.871308309,40,10.26990887,Winter,4,Jan,1,1998
chic,1998-01-05,48,4.995692728,46.7,20.06036035,Winter,5,Jan,1,1998
chic,1998-01-06,43,9.032827125,41.1,39.18427351,Winter,6,Jan,1,1998
chic,1998-01-07,38,16.45256992,34.2,NA,Winter,7,Jan,1,1998
chic,1998-01-08,34,17.7504518,30.8,0.330359317,Winter,8,Jan,1,1998
chic,1998-01-09,25,12.86425783,25.3,15.17952687,Winter,9,Jan,1,1998
chic,1998-01-10,12,13.23825135,2.8,19.24030035,Winter,10,Jan,1,1998
chic,1998-01-11,18,8.143275018,7.1,30.80604399,Winter,11,Jan,1,1998
chic,1998-01-12,23,3.298827974,20.6,27.30107384,Winter,12,Jan,1,1998
chic,1998-01-13,7,7.921954692,-6,40.17952688,Winter,13,Jan,1,1998
chic,1998-01-14,17,10.88875686,15.4,45.18930709,Winter,14,Jan,1,1998
chic,1998-01-15,28,6.015316052,23.1,28.24613823,Winter,15,Jan,1,1998
chic,1998-01-16,28,10.60119343,23.6,17.29309956,Winter,16,Jan,1,1998
chic,1998-01-17,23,4.680554287,21.9,33.85415461,Winter,17,Jan,1,1998
chic,1998-01-18,16,5.133443143,13.5,36.24890067,Winter,18,Jan,1,1998
chic,1998-01-19,24,3.271598744,19.1,41.25718796,Winter,19,Jan,1,1998
chic,1998-01-20,26,4.979383252,21.3,58.23189743,Winter,20,Jan,1,1998
chic,1998-01-21,31,5.605710995,26.8,36.03400225,Winter,21,Jan,1,1998
chic,1998-01-22,32,2.858034571,29.9,36.00361551,Winter,22,Jan,1,1998
chic,1998-01-23,28,3.142815243,25.8,39.34817849,Winter,23,Jan,1,1998
chic,1998-01-24,28,3.830004691,24.2,42.1997481,Winter,24,Jan,1,1998
chic,1998-01-25,28,10.64494487,22.9,24.31300777,Winter,25,Jan,1,1998
chic,1998-01-26,31,3.284965583,28.6,43.29861116,Winter,26,Jan,1,1998
chic,1998-01-27,33,2.992380321,30.4,32.61828327,Winter,27,Jan,1,1998
chic,1998-01-28,36,2.921062708,32.5,38.57960924,Winter,28,Jan,1,1998
chic,1998-01-29,37,6.003861673,30.6,31.07919141,Winter,29,Jan,1,1998
chic,1998-01-30,31,7.493304441,25.6,18.60999598,Winter,30,Jan,1,1998
chic,1998-01-31,35,6.841358596,29.1,36.72878051,Winter,31,Jan,1,1998
chic,1998-02-01,39,8.644216601,31,25.63592505,Winter,32,Feb,2,1998
chic,1998-02-02,33,12.30244893,26.6,16.98570343,Winter,33,Feb,2,1998
chic,1998-02-03,34,15.97026895,28.9,24.9470294,Winter,34,Feb,2,1998
chic,1998-02-04,32,26.75008966,25.6,13.98994661,Winter,35,Feb,2,1998
chic,1998-02-05,32,29.56028057,27.4,5.87796862,Winter,36,Feb,2,1998
chic,1998-02-06,36,24.88155245,29.4,13.91664266,Winter,37,Feb,2,1998
chic,1998-02-07,34,20.96762022,28.7,28.98789513,Winter,38,Feb,2,1998
chic,1998-02-08,33,25.92298562,28.3,26.04915581,Winter,39,Feb,2,1998
chic,1998-02-09,35,5.953207168,28.8,87.07401769,Winter,40,Feb,2,1998
chic,1998-02-10,39,7.616033438,33.9,64.6498205,Winter,41,Feb,2,1998
chic,1998-02-11,41,5.362857215,38.6,33.00495692,Winter,42,Feb,2,1998
chic,1998-02-12,35,15.20446531,28.3,11.94694587,Winter,43,Feb,2,1998
chic,1998-02-13,36,8.394360783,31.4,35.8123488,Winter,44,Feb,2,1998
chic,1998-02-14,38,8.317100255,31,32.79521682,Winter,45,Feb,2,1998
chic,1998-02-15,43,10.15403757,32,27.83389085,Winter,46,Feb,2,1998
chic,1998-02-16,42,11.70215115,35.3,34.61350605,Winter,47,Feb,2,1998
chic,1998-02-17,41,13.07499937,38.8,14.75072113,Winter,48,Feb,2,1998
chic,1998-02-18,39,19.04999964,35.3,NA,Winter,49,Feb,2,1998
chic,1998-02-19,40,8.958724805,35,20.6752425,Winter,50,Feb,2,1998
chic,1998-02-20,39,12.29241577,33.5,20.97370781,Winter,51,Feb,2,1998
chic,1998-02-21,38,15.87504999,30.1,16.90208246,Winter,52,Feb,2,1998
chic,1998-02-22,44,15.24628708,35,40.73444625,Winter,53,Feb,2,1998
chic,1998-02-23,41,21.20835372,29.7,31.70924499,Winter,54,Feb,2,1998
chic,1998-02-24,45,10.7720774,36.7,40.69547089,Winter,55,Feb,2,1998
chic,1998-02-25,42,20.44950028,34.6,41.66012634,Winter,56,Feb,2,1998
chic,1998-02-26,54,17.13383492,36.7,38.84274281,Winter,57,Feb,2,1998
chic,1998-02-27,42,16.70428189,37.7,29.78489157,Winter,58,Feb,2,1998
chic,1998-02-28,41,14.23918479,33.2,22.83397595,Winter,59,Feb,2,1998
chic,1998-03-01,35,14.01987011,28.5,7.848252452,Winter,60,Mar,3,1998
chic,1998-03-02,33,7.959817545,31.5,17.81794942,Winter,61,Mar,3,1998
chic,1998-03-03,34,19.96990528,30.4,6.667937923,Winter,62,Mar,3,1998
chic,1998-03-04,34,23.21253666,24.1,14.93892772,Winter,63,Mar,3,1998
chic,1998-03-05,36,22.0917764,24.1,10.81220596,Winter,64,Mar,3,1998
chic,1998-03-06,34,12.62230465,27.9,33.53892903,Winter,65,Mar,3,1998
chic,1998-03-07,36,25.16307876,28.1,28.8177156,Winter,66,Mar,3,1998
chic,1998-03-08,38,24.55008381,34.2,12.79567703,Winter,67,Mar,3,1998
chic,1998-03-09,26,31.15559116,20.7,21.88567493,Winter,68,Mar,3,1998
chic,1998-03-10,18,21.87888473,4.9,15.61461005,Winter,69,Mar,3,1998
chic,1998-03-11,18,18.31816226,2.3,17.65042272,Winter,70,Mar,3,1998
chic,1998-03-12,18,14.60481564,6.7,37.63982475,Winter,71,Mar,3,1998
chic,1998-03-13,29,17.41072711,20.7,50.46034008,Winter,72,Mar,3,1998
chic,1998-03-14,28,27.8154874,14,15.36943099,Winter,73,Mar,3,1998
chic,1998-03-15,27,30.46131565,20.9,13.28536145,Winter,74,Mar,3,1998
chic,1998-03-16,30,29.83923134,22.6,21.57259903,Winter,75,Mar,3,1998
chic,1998-03-17,36,15.90201554,31.7,35.74615275,Winter,76,Mar,3,1998
chic,1998-03-18,45,5.550552631,41.9,37.4554206,Winter,77,Mar,3,1998
chic,1998-03-19,37,21.2070732,34.2,3.894913082,Winter,78,Mar,3,1998
chic,1998-03-20,35,38.80874714,27.1,6.035408952,Winter,79,Mar,3,1998
chic,1998-03-21,37,37.16251336,24.7,3.005322156,Winter,80,Mar,3,1998
chic,1998-03-22,36,28.55499743,22.6,9.145080529,Winter,81,Mar,3,1998
chic,1998-03-23,38,17.55893668,21.6,38.13681606,Winter,82,Mar,3,1998
chic,1998-03-24,40,16.05736624,23.3,32.70961992,Winter,83,Mar,3,1998
chic,1998-03-25,51,19.81460181,38.6,38.15885463,Winter,84,Mar,3,1998
chic,1998-03-26,68,32.8514069,53.9,95.1147775,Winter,85,Mar,3,1998
chic,1998-03-27,67,32.37944206,52.3,100.0598836,Winter,86,Mar,3,1998
chic,1998-03-28,57,29.97836643,50.9,16.24339556,Winter,87,Mar,3,1998
chic,1998-03-29,62,22.78837019,54.3,42.22962145,Winter,88,Mar,3,1998
chic,1998-03-30,73,25.77262145,59.4,31.33551305,Winter,89,Mar,3,1998
chic,1998-03-31,59,22.89028078,51.7,28.22411181,Winter,90,Mar,3,1998
chic,1998-04-01,44,19.8022847,36.6,16.15799611,Spring,91,Apr,4,1998
chic,1998-04-02,44,13.97909597,37.1,13.51180691,Spring,92,Apr,4,1998
chic,1998-04-03,41,19.25949302,35,13.47600931,Spring,93,Apr,4,1998
chic,1998-04-04,41,28.32121854,28.1,5.699149801,Spring,94,Apr,4,1998
chic,1998-04-05,41,20.05969958,23.7,16.49474157,Spring,95,Apr,4,1998
chic,1998-04-06,48,18.76221487,32.6,31.81760711,Spring,96,Apr,4,1998
chic,1998-04-07,52,18.14981795,39.4,49.93884298,Spring,97,Apr,4,1998
chic,1998-04-08,48,8.663955747,46.3,20.9285774,Spring,98,Apr,4,1998
chic,1998-04-09,43,25.58065622,32.8,10.70281656,Spring,99,Apr,4,1998
chic,1998-04-10,46,25.10802547,27,16.71659067,Spring,100,Apr,4,1998
chic,1998-04-11,50,21.05180601,34.9,32.4350938,Spring,101,Apr,4,1998
chic,1998-04-12,64,42.94678851,38.5,40.64496533,Spring,102,Apr,4,1998
chic,1998-04-13,62,31.7410308,46.7,49.62017194,Spring,103,Apr,4,1998
chic,1998-04-14,58,21.23216499,48.1,23.89046085,Spring,104,Apr,4,1998
chic,1998-04-15,53,12.91530715,46.6,47.73498385,Spring,105,Apr,4,1998
chic,1998-04-16,42,10.35486849,40,9.765286885,Spring,106,Apr,4,1998
chic,1998-04-17,45,17.439332,30.2,21.14325771,Spring,107,Apr,4,1998
chic,1998-04-18,50,19.91091452,32.1,41.7157001,Spring,108,Apr,4,1998
chic,1998-04-19,52,28.16359353,33,27.82313812,Spring,109,Apr,4,1998
chic,1998-04-20,52,22.4899537,40.8,45.79546376,Spring,110,Apr,4,1998
chic,1998-04-21,50,29.64649559,46.2,28.53788116,Spring,111,Apr,4,1998
chic,1998-04-22,53,30.22803235,37.1,23.54890045,Spring,112,Apr,4,1998
chic,1998-04-23,56,18.24137097,35.6,44.81484586,Spring,113,Apr,4,1998
chic,1998-04-24,62,26.20326621,36.5,48.54890045,Spring,114,Apr,4,1998
chic,1998-04-25,56,29.51323713,46.8,40.49104921,Spring,115,Apr,4,1998
chic,1998-04-26,48,26.91766506,43.3,25.6270867,Spring,116,Apr,4,1998
chic,1998-04-27,45,30.859069,27.5,10.79966277,Spring,117,Apr,4,1998
chic,1998-04-28,46,21.69933906,33.8,28.5930512,Spring,118,Apr,4,1998
chic,1998-04-29,54,12.79643555,48.4,52.83808378,Spring,119,Apr,4,1998
chic,1998-04-30,55,9.747819924,51.3,37.6977344,Spring,120,Apr,4,1998
chic,1998-05-01,59,12.02675827,53.7,26.73905671,Spring,121,May,5,1998
chic,1998-05-02,57,18.54968334,52,41.77965119,Spring,122,May,5,1998
chic,1998-05-03,53,21.6135524,50.3,19.49480147,Spring,123,May,5,1998
chic,1998-05-04,60,20.30337956,47,28.48378218,Spring,124,May,5,1998
chic,1998-05-05,62,19.04415528,54.1,44.08221476,Spring,125,May,5,1998
chic,1998-05-06,68,23.59235584,56.8,39.53612378,Spring,126,May,5,1998
chic,1998-05-07,57,23.07930421,56,34.55540752,Spring,127,May,5,1998
chic,1998-05-08,62,34.82005674,51.3,19.74160713,Spring,128,May,5,1998
chic,1998-05-09,58,24.64209643,43.5,13.75805785,Spring,129,May,5,1998
chic,1998-05-10,58,26.73020043,40.1,9.73601928,Spring,130,May,5,1998
chic,1998-05-11,61,21.61338928,48.1,30.59387892,Spring,131,May,5,1998
chic,1998-05-12,63,33.35509244,55.1,57.65059609,Spring,132,May,5,1998
chic,1998-05-13,68,29.76278735,52.5,40.62029306,Spring,133,May,5,1998
chic,1998-05-14,68,33.67248446,55.4,52.66636317,Spring,134,May,5,1998
chic,1998-05-15,75,36.3068342,65.8,110.5991736,Spring,135,May,5,1998
chic,1998-05-16,72,34.45011545,50.9,34.55785124,Spring,136,May,5,1998
chic,1998-05-17,68,26.13040883,49.2,35.01192927,Spring,137,May,5,1998
chic,1998-05-18,76,35.23010416,49.4,101.4889807,Spring,138,May,5,1998
chic,1998-05-19,79,35.46879312,61,91.54683196,Spring,139,May,5,1998
chic,1998-05-20,65,20.62162403,52.8,45.44859224,Spring,140,May,5,1998
chic,1998-05-21,64,25.1496667,46.9,33.45220386,Spring,141,May,5,1998
chic,1998-05-22,57,20.56745734,47.9,28.57892562,Spring,142,May,5,1998
chic,1998-05-23,61,32.0312251,45.5,33.41852666,Spring,143,May,5,1998
chic,1998-05-24,61,31.68930604,54.3,27.46046832,Spring,144,May,5,1998
chic,1998-05-25,62,35.92409174,48.3,16.38884298,Spring,145,May,5,1998
chic,1998-05-26,63,24.9074708,45.7,38.36193211,Spring,146,May,5,1998
chic,1998-05-27,67,35.25646016,52.8,69.33891185,Spring,147,May,5,1998
chic,1998-05-28,75,31.38121511,64.3,82.37747934,Spring,148,May,5,1998
chic,1998-05-29,74,26.88084873,62.3,30.28611225,Spring,149,May,5,1998
chic,1998-05-30,73,32.14161446,62.7,60.23422865,Spring,150,May,5,1998
chic,1998-05-31,70,37.70309356,60.2,34.20668044,Spring,151,May,5,1998
chic,1998-06-01,63,25.4868917,45.7,28.43731615,Spring,152,Jun,6,1998
chic,1998-06-02,63,24.48816556,50.7,38.10309917,Spring,153,Jun,6,1998
chic,1998-06-03,55,13.01840205,45.7,23.08106061,Spring,154,Jun,6,1998
chic,1998-06-04,56,22.1732181,37.7,26.57495811,Spring,155,Jun,6,1998
chic,1998-06-05,50,19.23890261,41.6,10.91577135,Spring,156,Jun,6,1998
chic,1998-06-06,54,7.453970291,38.9,16.87169422,Spring,157,Jun,6,1998
chic,1998-06-07,58,21.54421057,41.1,11.05757109,Spring,158,Jun,6,1998
chic,1998-06-08,56,16.80759785,46,42.70750689,Spring,159,Jun,6,1998
chic,1998-06-09,61,15.93383896,59,24.71577135,Spring,160,Jun,6,1998
chic,1998-06-10,68,21.18028383,58,38.31823176,Spring,161,Jun,6,1998
chic,1998-06-11,68,17.50527856,65.8,37.70199725,Spring,162,Jun,6,1998
chic,1998-06-12,74,30.76993826,61.5,22.65516529,Spring,163,Jun,6,1998
chic,1998-06-13,69,31.83533298,58.2,16.75671196,Spring,164,Jun,6,1998
chic,1998-06-14,67,27.26768385,57.5,28.6303719,Spring,165,Jun,6,1998
chic,1998-06-15,70,27.16404668,58.7,24.56701102,Spring,166,Jun,6,1998
chic,1998-06-16,70,13.79020052,61.2,40.07531986,Spring,167,Jun,6,1998
chic,1998-06-17,73,20.7548625,63.7,38.71852617,Spring,168,Jun,6,1998
chic,1998-06-18,77,34.50368079,69.3,56.80392562,Spring,169,Jun,6,1998
chic,1998-06-19,73,29.71740293,61.2,34.66183406,Spring,170,Jun,6,1998
chic,1998-06-20,78,31.84594116,68,39.64207989,Spring,171,Jun,6,1998
chic,1998-06-21,79,32.43050861,66,14.63932507,Spring,172,Jun,6,1998
chic,1998-06-22,74,26.97606441,61.9,32.08372732,Spring,173,Jun,6,1998
chic,1998-06-23,74,39.88527977,60.6,38.58422865,Spring,174,Jun,6,1998
chic,1998-06-24,83,34.97005694,70.2,74.60626722,Spring,175,Jun,6,1998
chic,1998-06-25,83,41.95994841,70.8,66.61778027,Spring,176,Jun,6,1998
chic,1998-06-26,79,37.49080473,68.4,45.44538918,Spring,177,Jun,6,1998
chic,1998-06-27,82,47.71141906,70.3,44.40682168,Spring,178,Jun,6,1998
chic,1998-06-28,78,37.74670537,69,24.51026922,Spring,179,Jun,6,1998
chic,1998-06-29,77,19.73129756,68.2,33.33795116,Spring,180,Jun,6,1998
chic,1998-06-30,74,25.36325052,60.5,18.32693188,Spring,181,Jun,6,1998
chic,1998-07-01,70,23.14025089,56.7,29.46772625,Summer,182,Jul,7,1998
chic,1998-07-02,73,25.66888813,57.8,56.33265163,Summer,183,Jul,7,1998
chic,1998-07-03,79,32.1188752,65.4,50.34642574,Summer,184,Jul,7,1998
chic,1998-07-04,69,24.81614389,62.4,24.92644426,Summer,185,Jul,7,1998
chic,1998-07-05,70,24.73381544,56.3,14.38453663,Summer,186,Jul,7,1998
chic,1998-07-06,78,27.79453625,69,42.37072448,Summer,187,Jul,7,1998
chic,1998-07-07,72,33.63682316,66.7,32.49287435,Summer,188,Jul,7,1998
chic,1998-07-08,74,33.91514063,64.9,22.53169851,Summer,189,Jul,7,1998
chic,1998-07-09,75,32.24886287,64.2,40.51832773,Summer,190,Jul,7,1998
chic,1998-07-10,73,29.89305294,62.4,32.84960731,Summer,191,Jul,7,1998
chic,1998-07-11,71,37.6406215,55.9,21.44119275,Summer,192,Jul,7,1998
chic,1998-07-12,71,37.81791816,55.6,24.43843792,Summer,193,Jul,7,1998
chic,1998-07-13,73,34.1803807,60.3,74.38759856,Summer,194,Jul,7,1998
chic,1998-07-14,78,37.13355554,67.1,87.37430546,Summer,195,Jul,7,1998
chic,1998-07-15,79,36.65276566,66.1,58.47623383,Summer,196,Jul,7,1998
chic,1998-07-16,80,21.71145461,57.9,33.38866724,Summer,197,Jul,7,1998
chic,1998-07-17,75,27.47435711,64.7,43.50378204,Summer,198,Jul,7,1998
chic,1998-07-18,77,30.65984149,65.5,63.47347901,Summer,199,Jul,7,1998
chic,1998-07-19,81,32.88607166,71.8,33.46269118,Summer,200,Jul,7,1998
chic,1998-07-20,79,26.46615043,68.1,37.1810501,Summer,201,Jul,7,1998
chic,1998-07-21,85,34.03770825,72.9,57.21135313,Summer,202,Jul,7,1998
chic,1998-07-22,76,17.8504717,67.6,24.59552148,Summer,203,Jul,7,1998
chic,1998-07-23,73,19.64635244,56.6,38.15901153,Summer,204,Jul,7,1998
chic,1998-07-24,72,20.49918209,51.1,26.20859831,Summer,205,Jul,7,1998
chic,1998-07-25,70,23.91572013,55.4,28.22877363,Summer,206,Jul,7,1998
chic,1998-07-26,70,27.09941246,56.8,19.21329084,Summer,207,Jul,7,1998
chic,1998-07-27,74,26.81815869,65.1,39.24083905,Summer,208,Jul,7,1998
chic,1998-07-28,79,24.39531608,64.9,43.75227239,Summer,209,Jul,7,1998
chic,1998-07-29,77,32.2616697,55.2,21.21604566,Summer,210,Jul,7,1998
chic,1998-07-30,72,19.68474565,57.5,30.25461316,Summer,211,Jul,7,1998
chic,1998-07-31,71,24.12262719,54.7,13.25551439,Summer,212,Jul,7,1998
chic,1998-08-01,72,30.49970296,57.3,29.27261288,Summer,213,Aug,8,1998
chic,1998-08-02,72,38.51264977,55.9,26.31118037,Summer,214,Aug,8,1998
chic,1998-08-03,78,32.45249083,64.8,62.20939816,Summer,215,Aug,8,1998
chic,1998-08-04,70,20.04740956,68.6,29.33872858,Summer,216,Aug,8,1998
chic,1998-08-05,76,22.01459272,70.7,27.28638698,Summer,217,Aug,8,1998
chic,1998-08-06,78,19.95487187,71.3,39.51402044,Summer,218,Aug,8,1998
chic,1998-08-07,75,10.16505454,70.8,33.32300976,Summer,219,Aug,8,1998
chic,1998-08-08,77,18.39628999,70.7,33.30372601,Summer,220,Aug,8,1998
chic,1998-08-09,77,20.84949556,70.1,36.23225492,Summer,221,Aug,8,1998
chic,1998-08-10,76,27.52908925,68.5,35.28719709,Summer,222,Aug,8,1998
chic,1998-08-11,71,23.3655677,63.4,36.49656348,Summer,223,Aug,8,1998
chic,1998-08-12,70,28.84019544,60.9,31.16405909,Summer,224,Aug,8,1998
chic,1998-08-13,71,30.87047683,60.2,40.00990101,Summer,225,Aug,8,1998
chic,1998-08-14,71,25.80294031,64.4,64.00163655,Summer,226,Aug,8,1998
chic,1998-08-15,71,20.8943462,64.3,29.80520181,Summer,227,Aug,8,1998
chic,1998-08-16,72,27.0144644,62.9,24.0209203,Summer,228,Aug,8,1998
chic,1998-08-17,75,22.60958586,69,52.93552085,Summer,229,Aug,8,1998
chic,1998-08-18,68,20.98574271,63.9,14.92358222,Summer,230,Aug,8,1998
chic,1998-08-19,69,20.1389224,55.1,36.80564738,Summer,231,Aug,8,1998
chic,1998-08-20,73,24.54453334,65.4,61.81117216,Summer,232,Aug,8,1998
chic,1998-08-21,80,30.99770354,70.8,48.80946695,Summer,233,Aug,8,1998
chic,1998-08-22,78,32.91134417,69.5,47.87161172,Summer,234,Aug,8,1998
chic,1998-08-23,81,43.65434527,71.2,62.91282051,Summer,235,Aug,8,1998
chic,1998-08-24,76,17.91473364,71.4,51.80922411,Summer,236,Aug,8,1998
chic,1998-08-25,76,24.30123553,63.9,29.84757326,Summer,237,Aug,8,1998
chic,1998-08-26,73,25.26439302,60.9,33.80636447,Summer,238,Aug,8,1998
chic,1998-08-27,72,26.21275881,64.5,34.00731918,Summer,239,Aug,8,1998
chic,1998-08-28,69,12.25200493,66.4,35.81735348,Summer,240,Aug,8,1998
chic,1998-08-29,76,20.43792922,63.1,26.80361722,Summer,241,Aug,8,1998
chic,1998-08-30,70,21.81665746,55.7,16.89738595,Summer,242,Aug,8,1998
chic,1998-08-31,69,18.75411476,54.6,28.77339744,Summer,243,Aug,8,1998
chic,1998-09-01,69,16.84657368,58.5,54.7349359,Summer,244,Sep,9,1998
chic,1998-09-02,65,20.30059175,50.1,45.75446371,Summer,245,Sep,9,1998
chic,1998-09-03,68,23.6064544,57.9,50.72119963,Summer,246,Sep,9,1998
chic,1998-09-04,69,35.04125239,54.2,29.66350733,Summer,247,Sep,9,1998
chic,1998-09-05,70,31.39586058,61.4,51.60333,Summer,248,Sep,9,1998
chic,1998-09-06,81,47.56210798,70.4,47.58250916,Summer,249,Sep,9,1998
chic,1998-09-07,66,28.26803026,57.1,22.49459707,Summer,250,Sep,9,1998
chic,1998-09-08,63,16.02455557,46.9,16.26096728,Summer,251,Sep,9,1998
chic,1998-09-09,63,14.49696592,50.3,17.54954212,Summer,252,Sep,9,1998
chic,1998-09-10,63,14.39672453,52.8,53.55778388,Summer,253,Sep,9,1998
chic,1998-09-11,71,27.50518405,53.1,48.59899267,Summer,254,Sep,9,1998
chic,1998-09-12,74,35.19750822,56.7,60.70064103,Summer,255,Sep,9,1998
chic,1998-09-13,74,35.25090662,62.7,68.73086081,Summer,256,Sep,9,1998
chic,1998-09-14,72,21.45651905,67.5,48.29253517,Summer,257,Sep,9,1998
chic,1998-09-15,70,14.42667629,67,16.59899267,Summer,258,Sep,9,1998
chic,1998-09-16,72,23.69825157,64.9,17.61272893,Summer,259,Sep,9,1998
chic,1998-09-17,68,27.00013021,58.4,27.64998421,Summer,260,Sep,9,1998
chic,1998-09-18,68,27.27217339,57.8,42.49325914,Summer,261,Sep,9,1998
chic,1998-09-19,72,35.91220589,60.9,66.41908332,Summer,262,Sep,9,1998
chic,1998-09-20,76,19.90428496,66.3,48.97975193,Summer,263,Sep,9,1998
chic,1998-09-21,63,12.86014266,51.8,13.36413826,Summer,264,Sep,9,1998
chic,1998-09-22,58,18.14906691,47.7,10.35314925,Summer,265,Sep,9,1998
chic,1998-09-23,56,10.25031508,41.5,28.45701339,Summer,266,Sep,9,1998
chic,1998-09-24,59,6.447717861,53.6,44.37554635,Summer,267,Sep,9,1998
chic,1998-09-25,66,10.8240857,64.1,73.58433756,Summer,268,Sep,9,1998
chic,1998-09-26,79,36.95089587,65.8,55.41970033,Summer,269,Sep,9,1998
chic,1998-09-27,73,30.32567188,63.8,33.64752437,Summer,270,Sep,9,1998
chic,1998-09-28,63,17.53191689,52.5,30.69148041,Summer,271,Sep,9,1998
chic,1998-09-29,63,6.846173571,57,48.61341733,Summer,272,Sep,9,1998
chic,1998-09-30,64,13.36619116,57.9,40.58525641,Summer,273,Sep,9,1998
chic,1998-10-01,53,9.787839418,35.7,11.50009157,Autumn,274,Oct,10,1998
chic,1998-10-02,49,10.8158687,41.9,23.40233242,Autumn,275,Oct,10,1998
chic,1998-10-03,55,19.16943672,49.3,5.327014653,Autumn,276,Oct,10,1998
chic,1998-10-04,60,19.16419304,50.3,8.296794873,Autumn,277,Oct,10,1998
chic,1998-10-05,65,9.779308246,61.4,42.28855311,Autumn,278,Oct,10,1998
